id,landmark_id
jesus_000277,7
jesus_000309,7
jesus_000355,7
jesus_000283,7
jesus_000304,7
jesus_000265,7
jesus_000034,7
jesus_000345,7
jesus_000402,7
jesus_000396,7
jesus_000282,7
jesus_000330,7
jesus_000300,7
jesus_000335,7
jesus_000321,7
jesus_000027,7
jesus_000372,7
jesus_000353,7
jesus_000125,7
jesus_000361,7
jesus_000313,7
jesus_000276,7
jesus_000320,7
jesus_000284,7
jesus_000261,7
jesus_000061,7
jesus_000053,7
jesus_000364,7
jesus_000343,7
jesus_000308,7
jesus_000014,7
jesus_000326,7
jesus_000000,7
jesus_000391,7
jesus_000294,7
jesus_000099,7
jesus_000357,7
jesus_000134,7
jesus_000310,7
jesus_000033,7
jesus_000386,7
jesus_000275,7
jesus_000324,7
jesus_000292,7
jesus_000166,7
jesus_000392,7
jesus_000348,7
jesus_000278,7
jesus_000026,7
jesus_000400,7
jesus_000336,7
jesus_000318,7
jesus_000083,7
jesus_000317,7
jesus_000123,7
jesus_000279,7
jesus_000041,7
jesus_000005,7
jesus_000381,7
jesus_000062,7
jesus_000001,7
jesus_000295,7
jesus_000038,7
jesus_000289,7
jesus_000272,7
jesus_000325,7
jesus_000051,7
jesus_000359,7
jesus_000124,7
jesus_000307,7
jesus_000302,7
jesus_000303,7
jesus_000025,7
jesus_000312,7
jesus_000004,7
jesus_000305,7
jesus_000384,7
jesus_000334,7
jesus_000194,7
jesus_000316,7
jesus_000333,7
jesus_000013,7
jesus_000012,7
jesus_000314,7
jesus_000337,7
jesus_000351,7
jesus_000015,7
jesus_000260,7
jesus_000394,7
jesus_000036,7
jesus_000296,7
jesus_000323,7
jesus_000327,7
jesus_000056,7
jesus_000280,7
jesus_000287,7
jesus_000365,7
jesus_000161,7
jesus_000382,7
jesus_000042,7
jesus_000122,7
jesus_000218,7
jesus_000055,7
jesus_000003,7
jesus_000100,7
jesus_000350,7
jesus_000045,7
jesus_000286,7
jesus_000043,7
jesus_000285,7
jesus_000249,7
jesus_000319,7
jesus_000328,7
jesus_000301,7
jesus_000306,7
jesus_000237,7
jesus_000126,7
jesus_000293,7
jesus_000114,7
jesus_000035,7
jesus_000116,7
jesus_000401,7
jesus_000216,7
jesus_000291,7
jesus_000245,7
jesus_000315,7
jesus_000117,7
keble_000108,8
keble_000241,8
keble_000246,8
keble_000164,8
keble_000028,8
keble_000187,8
keble_000250,8
keble_000137,8
keble_000201,8
keble_000053,8
keble_000041,8
keble_000212,8
keble_000031,8
keble_000234,8
keble_000060,8
keble_000126,8
keble_000027,8
keble_000244,8
keble_000017,8
keble_000247,8
keble_000206,8
keble_000243,8
keble_000048,8
keble_000196,8
keble_000036,8
keble_000013,8
keble_000033,8
keble_000057,8
keble_000242,8
keble_000104,8
keble_000208,8
keble_000188,8
keble_000209,8
keble_000182,8
keble_000038,8
keble_000070,8
keble_000202,8
keble_000095,8
keble_000105,8
keble_000005,8
keble_000113,8
keble_000227,8
keble_000042,8
keble_000014,8
keble_000047,8
keble_000059,8
keble_000087,8
keble_000143,8
keble_000156,8
keble_000023,8
keble_000022,8
keble_000195,8
keble_000055,8
keble_000026,8
keble_000010,8
keble_000175,8
keble_000231,8
keble_000238,8
keble_000050,8
keble_000004,8
keble_000168,8
keble_000043,8
keble_000035,8
keble_000191,8
keble_000107,8
keble_000205,8
keble_000230,8
keble_000118,8
keble_000181,8
keble_000102,8
keble_000207,8
keble_000155,8
keble_000025,8
keble_000093,8
keble_000015,8
keble_000214,8
keble_000021,8
keble_000089,8
keble_000034,8
keble_000066,8
keble_000103,8
keble_000165,8
keble_000251,8
keble_000169,8
keble_000062,8
keble_000019,8
keble_000000,8
keble_000063,8
keble_000171,8
keble_000215,8
keble_000030,8
keble_000016,8
keble_000098,8
keble_000032,8
keble_000091,8
keble_000204,8
keble_000233,8
keble_000199,8
keble_000186,8
keble_000064,8
keble_000173,8
keble_000111,8
keble_000061,8
keble_000079,8
keble_000248,8
keble_000081,8
keble_000245,8
keble_000213,8
keble_000088,8
keble_000039,8
keble_000223,8
keble_000183,8
keble_000253,8
keble_000192,8
keble_000228,8
keble_000190,8
keble_000018,8
keble_000237,8
keble_000232,8
keble_000167,8
keble_000172,8
magdalen_001043,9
magdalen_000747,9
magdalen_000993,9
magdalen_000811,9
magdalen_000413,9
magdalen_000155,9
magdalen_000061,9
magdalen_000427,9
magdalen_000478,9
magdalen_001126,9
magdalen_000642,9
magdalen_000623,9
magdalen_001127,9
magdalen_000006,9
magdalen_000847,9
magdalen_000512,9
magdalen_001049,9
magdalen_000870,9
magdalen_000660,9
magdalen_000613,9
magdalen_000575,9
magdalen_000028,9
magdalen_000957,9
magdalen_000118,9
magdalen_000679,9
magdalen_000785,9
magdalen_000063,9
magdalen_000116,9
magdalen_001015,9
magdalen_000601,9
magdalen_000702,9
magdalen_000892,9
magdalen_000132,9
magdalen_000157,9
magdalen_000489,9
magdalen_000199,9
magdalen_000247,9
magdalen_000143,9
magdalen_000971,9
magdalen_001048,9
magdalen_001150,9
magdalen_001147,9
magdalen_000712,9
magdalen_000103,9
magdalen_000300,9
magdalen_000245,9
magdalen_000213,9
magdalen_000674,9
magdalen_000144,9
magdalen_000973,9
magdalen_000159,9
magdalen_000992,9
magdalen_000442,9
magdalen_000871,9
magdalen_000545,9
magdalen_000334,9
magdalen_000984,9
magdalen_000800,9
magdalen_000477,9
magdalen_000373,9
magdalen_000529,9
magdalen_000864,9
magdalen_000662,9
magdalen_000786,9
magdalen_000994,9
magdalen_000380,9
magdalen_000867,9
magdalen_000463,9
magdalen_000146,9
magdalen_000614,9
magdalen_000669,9
magdalen_000740,9
magdalen_001121,9
magdalen_000632,9
magdalen_000534,9
magdalen_000942,9
magdalen_000643,9
magdalen_001032,9
magdalen_001101,9
magdalen_001057,9
magdalen_000597,9
magdalen_000652,9
magdalen_001151,9
magdalen_000544,9
magdalen_000495,9
magdalen_000374,9
magdalen_000296,9
magdalen_000223,9
magdalen_000224,9
magdalen_001095,9
magdalen_000274,9
magdalen_000506,9
magdalen_000259,9
magdalen_000483,9
magdalen_000014,9
magdalen_000215,9
magdalen_000152,9
magdalen_000695,9
magdalen_000591,9
magdalen_000524,9
magdalen_000485,9
magdalen_000131,9
magdalen_000299,9
magdalen_001001,9
magdalen_000378,9
magdalen_000458,9
magdalen_000187,9
magdalen_000217,9
magdalen_000181,9
magdalen_000558,9
magdalen_000287,9
magdalen_000979,9
magdalen_000195,9
magdalen_000290,9
magdalen_000730,9
magdalen_001094,9
magdalen_001116,9
magdalen_000139,9
magdalen_000365,9
magdalen_000018,9
magdalen_000704,9
magdalen_001025,9
magdalen_000650,9
magdalen_001055,9
magdalen_000161,9
magdalen_000852,9
magdalen_000163,9
magdalen_000749,9
magdalen_000031,9
magdalen_000481,9
magdalen_000033,9
magdalen_001078,9
magdalen_001153,9
magdalen_000087,9
magdalen_000738,9
magdalen_001088,9
magdalen_000651,9
magdalen_000517,9
magdalen_000449,9
magdalen_000005,9
magdalen_000130,9
magdalen_000366,9
magdalen_001145,9
magdalen_000988,9
magdalen_000289,9
magdalen_000526,9
magdalen_000474,9
magdalen_000505,9
magdalen_000493,9
magdalen_000140,9
magdalen_000325,9
magdalen_000595,9
magdalen_000582,9
magdalen_000620,9
magdalen_000570,9
magdalen_000634,9
magdalen_000803,9
magdalen_000876,9
magdalen_000507,9
magdalen_000255,9
magdalen_000528,9
magdalen_000414,9
magdalen_001060,9
magdalen_000260,9
magdalen_000875,9
magdalen_000273,9
magdalen_000297,9
magdalen_000248,9
magdalen_000311,9
magdalen_000729,9
magdalen_001019,9
magdalen_000751,9
magdalen_000317,9
magdalen_001039,9
magdalen_000596,9
magdalen_000426,9
magdalen_000216,9
magdalen_000058,9
magdalen_000657,9
magdalen_000343,9
magdalen_000611,9
magdalen_000425,9
magdalen_001026,9
magdalen_000283,9
magdalen_000020,9
magdalen_000051,9
magdalen_000228,9
magdalen_000723,9
magdalen_000174,9
magdalen_000616,9
magdalen_000301,9
magdalen_000963,9
magdalen_001074,9
magdalen_000728,9
magdalen_000251,9
magdalen_000615,9
magdalen_000869,9
magdalen_000792,9
magdalen_001000,9
magdalen_000806,9
magdalen_000649,9
magdalen_000361,9
magdalen_000169,9
magdalen_001073,9
magdalen_000941,9
magdalen_000851,9
magdalen_000359,9
magdalen_001045,9
magdalen_001056,9
magdalen_000308,9
magdalen_000084,9
magdalen_001079,9
magdalen_000167,9
magdalen_000990,9
magdalen_000090,9
magdalen_001140,9
magdalen_000147,9
magdalen_000136,9
magdalen_000542,9
magdalen_000179,9
magdalen_000832,9
magdalen_000961,9
magdalen_000720,9
magdalen_000991,9
magdalen_001044,9
magdalen_000050,9
magdalen_000563,9
magdalen_000162,9
magdalen_000121,9
magdalen_000633,9
magdalen_000237,9
magdalen_001149,9
magdalen_000866,9
magdalen_000944,9
magdalen_000874,9
magdalen_000424,9
magdalen_000250,9
magdalen_000648,9
magdalen_000284,9
magdalen_001029,9
magdalen_001021,9
magdalen_000727,9
magdalen_000873,9
magdalen_000004,9
magdalen_000687,9
magdalen_000415,9
magdalen_000658,9
magdalen_001035,9
magdalen_001090,9
magdalen_000765,9
magdalen_000753,9
magdalen_000286,9
magdalen_000218,9
magdalen_000579,9
magdalen_000468,9
magdalen_000504,9
magdalen_000965,9
magdalen_001042,9
magdalen_000638,9
magdalen_000519,9
magdalen_000211,9
magdalen_000221,9
magdalen_000386,9
magdalen_000726,9
magdalen_000637,9
magdalen_000276,9
magdalen_000982,9
magdalen_000214,9
magdalen_000748,9
magdalen_000191,9
magdalen_000037,9
magdalen_000282,9
magdalen_000340,9
magdalen_000008,9
magdalen_000521,9
magdalen_000510,9
magdalen_000029,9
magdalen_000078,9
magdalen_001059,9
magdalen_000203,9
magdalen_000384,9
magdalen_000539,9
magdalen_000047,9
magdalen_000360,9
magdalen_000688,9
magdalen_001012,9
magdalen_000313,9
magdalen_001036,9
magdalen_001002,9
magdalen_000349,9
magdalen_000532,9
magdalen_000171,9
magdalen_000868,9
magdalen_000531,9
magdalen_000279,9
magdalen_001072,9
magdalen_000476,9
magdalen_000295,9
magdalen_000220,9
magdalen_000262,9
magdalen_000844,9
magdalen_000619,9
magdalen_000320,9
magdalen_001040,9
magdalen_000557,9
magdalen_000490,9
magdalen_000377,9
magdalen_001014,9
magdalen_001064,9
magdalen_000565,9
magdalen_000670,9
magdalen_000503,9
magdalen_000830,9
magdalen_000809,9
magdalen_001003,9
magdalen_000952,9
magdalen_000202,9
magdalen_000312,9
magdalen_000001,9
magdalen_000142,9
magdalen_000328,9
magdalen_000073,9
magdalen_000977,9
magdalen_000316,9
magdalen_001156,9
magdalen_000305,9
magdalen_000226,9
magdalen_000266,9
magdalen_000052,9
magdalen_000093,9
magdalen_000703,9
magdalen_001008,9
magdalen_000123,9
magdalen_000639,9
magdalen_000294,9
magdalen_000192,9
magdalen_000128,9
magdalen_000609,9
magdalen_001152,9
magdalen_000246,9
magdalen_000709,9
magdalen_000653,9
magdalen_000683,9
magdalen_000363,9
magdalen_001157,9
magdalen_001028,9
magdalen_000249,9
magdalen_000647,9
magdalen_001022,9
magdalen_000987,9
magdalen_000671,9
magdalen_000608,9
magdalen_000039,9
magdalen_000227,9
magdalen_000752,9
magdalen_000353,9
magdalen_000829,9
magdalen_000758,9
magdalen_000981,9
magdalen_000855,9
magdalen_000725,9
magdalen_000838,9
magdalen_000002,9
magdalen_000577,9
magdalen_000522,9
magdalen_000129,9
magdalen_000258,9
magdalen_000236,9
magdalen_001031,9
magdalen_000541,9
magdalen_000850,9
magdalen_000086,9
magdalen_001075,9
magdalen_000710,9
magdalen_000338,9
magdalen_001030,9
magdalen_000196,9
magdalen_000763,9
magdalen_000183,9
magdalen_000731,9
magdalen_000762,9
magdalen_000177,9
magdalen_000865,9
magdalen_000385,9
magdalen_000145,9
magdalen_001009,9
magdalen_000796,9
magdalen_000235,9
magdalen_000858,9
magdalen_000879,9
magdalen_000860,9
magdalen_000760,9
magdalen_000219,9
magdalen_000438,9
magdalen_001038,9
magdalen_000509,9
magdalen_000034,9
magdalen_001087,9
magdalen_000814,9
magdalen_000460,9
magdalen_001097,9
magdalen_001063,9
magdalen_000319,9
magdalen_000599,9
magdalen_000079,9
magdalen_000193,9
magdalen_000173,9
magdalen_000761,9
magdalen_000886,9
magdalen_000741,9
magdalen_000508,9
magdalen_001100,9
magdalen_001080,9
magdalen_000135,9
magdalen_001011,9
magdalen_000496,9
magdalen_000827,9
magdalen_000137,9
magdalen_000951,9
magdalen_000610,9
magdalen_000383,9
magdalen_000176,9
magdalen_000261,9
magdalen_001141,9
magdalen_000572,9
magdalen_000257,9
magdalen_000691,9
magdalen_000479,9
magdalen_001058,9
magdalen_000790,9
magdalen_000746,9
magdalen_000120,9
magdalen_000230,9
magdalen_000655,9
magdalen_000862,9
magdalen_000148,9
magdalen_001020,9
magdalen_000699,9
magdalen_000310,9
magdalen_000165,9
magdalen_000837,9
magdalen_001027,9
magdalen_000387,9
magdalen_000104,9
magdalen_000734,9
magdalen_000736,9
magdalen_001119,9
magdalen_000739,9
magdalen_001118,9
magdalen_000636,9
magdalen_000456,9
magdalen_000708,9
magdalen_000775,9
magdalen_000291,9
magdalen_001102,9
magdalen_001034,9
magdalen_001108,9
magdalen_000576,9
magdalen_000188,9
magdalen_000513,9
magdalen_000511,9
magdalen_001146,9
magdalen_000332,9
magdalen_000757,9
magdalen_000856,9
magdalen_000825,9
magdalen_000141,9
magdalen_000041,9
magdalen_000690,9
magdalen_000102,9
magdalen_000843,9
magdalen_000530,9
magdalen_000298,9
magdalen_000184,9
magdalen_000046,9
magdalen_000538,9
magdalen_000201,9
magdalen_000677,9
magdalen_000618,9
magdalen_000694,9
magdalen_001051,9
magdalen_000764,9
magdalen_000969,9
magdalen_000737,9
magdalen_000980,9
magdalen_000423,9
magdalen_000254,9
magdalen_000818,9
magdalen_000200,9
magdalen_001143,9
magdalen_000089,9
magdalen_000515,9
magdalen_000680,9
magdalen_000635,9
magdalen_000861,9
magdalen_000119,9
magdalen_000293,9
magdalen_000954,9
magdalen_000108,9
magdalen_001096,9
magdalen_000494,9
magdalen_000358,9
magdalen_000431,9
magdalen_000265,9
magdalen_000550,9
magdalen_000190,9
magdalen_000241,9
magdalen_000781,9
magdalen_001037,9
magdalen_000097,9
magdalen_000164,9
magdalen_001137,9
magdalen_000231,9
magdalen_000675,9
magdalen_000617,9
magdalen_000548,9
magdalen_000776,9
magdalen_000995,9
magdalen_000826,9
magdalen_000656,9
magdalen_000054,9
magdalen_001018,9
magdalen_000663,9
magdalen_000160,9
magdalen_000750,9
magdalen_000958,9
magdalen_000701,9
magdalen_000816,9
magdalen_001013,9
magdalen_001086,9
magdalen_000799,9
magdalen_000330,9
magdalen_000484,9
magdalen_000437,9
magdalen_000462,9
magdalen_000244,9
magdalen_000007,9
magdalen_000607,9
magdalen_000151,9
magdalen_000000,9
magdalen_000208,9
magdalen_000080,9
magdalen_000225,9
magdalen_000110,9
magdalen_000149,9
magdalen_000285,9
magdalen_000124,9
magdalen_000600,9
magdalen_001023,9
magdalen_000025,9
magdalen_000180,9
magdalen_000053,9
magdalen_000661,9
magdalen_000831,9
magdalen_000722,9
magdalen_000011,9
magdalen_000551,9
magdalen_000045,9
magdalen_000744,9
magdalen_000335,9
magdalen_000978,9
magdalen_000756,9
magdalen_000945,9
magdalen_000277,9
magdalen_000527,9
magdalen_001120,9
magdalen_000238,9
magdalen_000288,9
magdalen_000777,9
magdalen_000436,9
magdalen_000743,9
magdalen_000253,9
magdalen_000030,9
magdalen_000240,9
magdalen_000040,9
magdalen_000486,9
magdalen_000700,9
magdalen_000150,9
magdalen_000482,9
magdalen_000127,9
magdalen_001105,9
magdalen_000186,9
magdalen_001144,9
magdalen_000523,9
magdalen_000023,9
magdalen_001155,9
magdalen_001114,9
magdalen_000339,9
magdalen_000172,9
magdalen_000665,9
magdalen_001154,9
magdalen_000032,9
magdalen_001006,9
magdalen_000197,9
magdalen_000488,9
magdalen_000189,9
magdalen_000409,9
magdalen_000302,9
magdalen_000268,9
magdalen_000645,9
magdalen_000042,9
magdalen_000810,9
magdalen_000178,9
magdalen_000624,9
magdalen_000448,9
magdalen_000038,9
magdalen_000044,9
magdalen_000520,9
magdalen_000767,9
magdalen_000264,9
magdalen_000134,9
magdalen_000943,9
magdalen_000212,9
magdalen_000210,9
magdalen_000713,9
magdalen_000009,9
magdalen_000175,9
magdalen_000229,9
magdalen_000664,9
magdalen_000895,9
magdalen_000465,9
magdalen_001065,9
magdalen_000560,9
magdalen_001007,9
magdalen_000012,9
magdalen_000719,9
magdalen_000999,9
magdalen_000369,9
magdalen_000604,9
magdalen_000574,9
magdalen_000412,9
magdalen_000370,9
magdalen_000158,9
magdalen_000696,9
magdalen_001142,9
magdalen_000111,9
magdalen_000239,9
magdalen_000222,9
magdalen_000998,9
magdalen_000732,9
magdalen_000672,9
magdalen_000774,9
magdalen_000693,9
magdalen_000194,9
magdalen_000252,9
magdalen_000198,9
magdalen_000153,9
magdalen_000525,9
magdalen_000585,9
magdalen_000280,9
magdalen_000986,9
magdalen_000022,9
magdalen_000072,9
magdalen_001148,9
magdalen_000026,9
magdalen_000985,9
magdalen_000185,9
magdalen_000692,9
magdalen_000518,9
magdalen_000742,9
magdalen_000451,9
magdalen_000989,9
magdalen_000036,9
magdalen_000644,9
magdalen_000309,9
magdalen_000667,9
magdalen_000783,9
magdalen_000446,9
magdalen_000559,9
magdalen_000105,9
magdalen_000263,9
magdalen_000278,9
magdalen_000605,9
magdalen_000849,9
magdalen_001010,9
magdalen_000571,9
magdalen_000024,9
magdalen_000588,9
magdalen_000602,9
magdalen_001139,9
magdalen_000452,9
magdalen_000122,9
magdalen_000304,9
magdalen_000133,9
magdalen_000592,9
new_000903,10
new_000829,10
new_000909,10
new_000363,10
new_000839,10
new_000453,10
new_000930,10
new_000449,10
new_000434,10
new_000068,10
new_000515,10
new_000156,10
new_000001,10
new_000442,10
new_000390,10
new_000994,10
new_000407,10
new_000630,10
new_000983,10
new_000313,10
new_000370,10
new_000877,10
new_000014,10
new_000056,10
new_000654,10
new_001004,10
new_000440,10
new_000479,10
new_000402,10
new_000517,10
new_000419,10
new_000290,10
new_000808,10
new_000962,10
new_000008,10
new_001047,10
new_000741,10
new_000971,10
new_000356,10
new_000640,10
new_001099,10
new_001082,10
new_000082,10
new_000656,10
new_000665,10
new_000951,10
new_000687,10
new_000075,10
new_000985,10
new_000707,10
new_000874,10
new_000292,10
new_001067,10
new_000392,10
new_000917,10
new_000339,10
new_001081,10
new_000083,10
new_000929,10
new_000883,10
new_000793,10
new_000224,10
new_000325,10
new_000998,10
new_000374,10
new_000362,10
new_000739,10
new_000771,10
new_000706,10
new_000408,10
new_000086,10
new_000371,10
new_000866,10
new_000629,10
new_000002,10
new_000427,10
new_000667,10
new_000466,10
new_000854,10
new_000337,10
new_000691,10
new_000488,10
new_000859,10
new_000355,10
new_000634,10
new_000445,10
new_000279,10
new_000646,10
new_000164,10
new_000914,10
new_000345,10
new_000891,10
new_000501,10
new_000388,10
new_000229,10
new_000812,10
new_000377,10
new_000406,10
new_000926,10
new_001030,10
new_000477,10
new_000029,10
new_000996,10
new_000550,10
new_000106,10
new_000088,10
new_000425,10
new_000300,10
new_000347,10
new_000863,10
new_001019,10
new_000867,10
new_000301,10
new_001036,10
new_000902,10
new_000822,10
new_000372,10
new_000811,10
new_000136,10
new_000690,10
new_001078,10
new_000061,10
new_000979,10
new_000454,10
new_000797,10
new_001014,10
new_000516,10
new_000784,10
new_000053,10
new_000898,10
new_000443,10
new_000468,10
new_000289,10
new_000107,10
new_000418,10
new_000785,10
new_000226,10
new_000175,10
new_000733,10
new_000109,10
new_000681,10
new_000227,10
new_000422,10
new_000755,10
new_000045,10
new_000417,10
new_000184,10
new_000057,10
new_000556,10
new_001097,10
new_000433,10
new_000950,10
new_000307,10
new_000110,10
new_000760,10
new_000378,10
new_000486,10
new_000455,10
new_001090,10
new_000294,10
new_001018,10
new_000393,10
new_000540,10
new_000684,10
new_000678,10
new_000973,10
new_000967,10
new_000318,10
new_000963,10
new_000510,10
new_000273,10
new_000908,10
new_000819,10
new_000143,10
new_000098,10
new_001061,10
new_000046,10
new_000199,10
new_000042,10
new_000234,10
new_000150,10
new_001046,10
new_000467,10
new_000145,10
new_000364,10
new_000806,10
new_000506,10
new_000004,10
new_000721,10
new_001111,10
new_000197,10
new_001003,10
new_000688,10
new_000123,10
new_000816,10
new_000335,10
new_001015,10
new_001012,10
new_001072,10
new_000790,10
new_000940,10
new_000459,10
new_000671,10
new_000435,10
new_000569,10
new_000383,10
new_000956,10
new_000686,10
new_000810,10
new_000922,10
new_000102,10
new_000228,10
new_000336,10
new_000346,10
new_000321,10
new_000726,10
new_000689,10
new_000821,10
new_000032,10
new_001048,10
new_000161,10
new_000328,10
new_000410,10
new_000786,10
new_000899,10
new_000961,10
new_000236,10
new_000853,10
new_000274,10
new_000281,10
new_000024,10
new_000391,10
new_000027,10
new_000978,10
new_000192,10
new_000518,10
new_000368,10
new_001031,10
new_000111,10
new_000988,10
new_001020,10
new_000642,10
new_001080,10
new_000722,10
new_000986,10
new_000481,10
new_000172,10
new_000409,10
new_000128,10
new_000735,10
new_000693,10
new_000796,10
new_000759,10
new_000216,10
new_001023,10
new_000858,10
new_000746,10
new_000740,10
new_000966,10
new_000964,10
new_000448,10
new_000272,10
new_000474,10
new_000889,10
new_000340,10
new_000026,10
new_000170,10
new_000357,10
new_000033,10
new_000405,10
new_000350,10
new_000655,10
new_000230,10
new_001074,10
new_000421,10
new_000999,10
new_001008,10
new_000460,10
new_000373,10
new_000257,10
new_000282,10
new_000361,10
new_000613,10
new_000905,10
new_000430,10
new_000299,10
new_000332,10
new_000738,10
new_000699,10
new_000651,10
new_000118,10
new_000904,10
new_000462,10
new_001017,10
new_000670,10
new_000865,10
new_000239,10
new_000648,10
new_000668,10
new_000906,10
new_000225,10
new_000154,10
new_000860,10
new_000936,10
new_000397,10
new_000881,10
new_000482,10
new_000939,10
new_000382,10
new_000040,10
new_000855,10
new_000423,10
new_001007,10
new_000180,10
new_001088,10
new_000813,10
new_000728,10
new_000121,10
new_000331,10
new_000539,10
new_000878,10
new_000365,10
new_000974,10
new_001065,10
new_000206,10
new_000932,10
new_000703,10
new_000669,10
new_000404,10
new_000222,10
new_000913,10
new_000723,10
new_000297,10
new_000879,10
new_000915,10
new_000631,10
new_000485,10
new_001029,10
new_000831,10
new_000538,10
new_000817,10
new_000900,10
new_001022,10
new_000921,10
new_000960,10
new_000424,10
new_000766,10
new_000285,10
new_000814,10
new_000857,10
new_000287,10
new_000820,10
new_001071,10
new_000692,10
new_001075,10
new_000389,10
new_000484,10
new_000603,10
new_000469,10
new_000369,10
new_000513,10
new_000827,10
new_000649,10
new_000798,10
new_000063,10
new_000242,10
new_001063,10
new_001112,10
new_000464,10
new_001085,10
new_000475,10
new_000286,10
new_000890,10
new_000487,10
new_001025,10
new_000807,10
new_000298,10
new_000137,10
new_000070,10
new_000791,10
new_001070,10
new_000683,10
new_000168,10
new_000480,10
new_000767,10
new_001035,10
new_001073,10
new_000259,10
new_000099,10
new_000682,10
new_000283,10
new_000949,10
new_000211,10
new_000725,10
new_000023,10
new_001026,10
new_000729,10
new_000990,10
new_000275,10
new_000447,10
new_001066,10
new_000223,10
new_000461,10
new_000360,10
new_000984,10
new_000664,10
new_000452,10
new_000330,10
new_001062,10
new_000251,10
new_000379,10
new_000815,10
new_000952,10
new_000818,10
new_001094,10
new_001087,10
new_001057,10
new_000381,10
new_000134,10
new_000638,10
new_000446,10
new_000724,10
new_000050,10
new_000924,10
new_000923,10
new_000589,10
new_000880,10
new_000456,10
new_000108,10
new_001076,10
new_000476,10
new_000948,10
new_000882,10
new_000483,10
new_000805,10
new_000705,10
new_000800,10
new_000185,10
new_000380,10
new_000399,10
new_000043,10
new_000309,10
new_000473,10
new_000632,10
new_000312,10
new_000353,10
new_000825,10
new_000094,10
new_000884,10
new_000732,10
new_000876,10
new_000233,10
new_000006,10
new_000731,10
new_000028,10
new_000502,10
new_000987,10
new_000420,10
oriel_000003,11
oriel_000002,11
oriel_000048,11
oriel_000029,11
oriel_000096,11
oriel_000022,11
oriel_000016,11
oriel_000058,11
oriel_000082,11
oriel_000100,11
oriel_000084,11
oriel_000019,11
oriel_000067,11
oriel_000028,11
oriel_000079,11
oriel_000077,11
oriel_000093,11
oriel_000072,11
oriel_000046,11
oriel_000105,11
oriel_000111,11
oriel_000066,11
oriel_000001,11
oriel_000103,11
oriel_000070,11
oriel_000020,11
oriel_000026,11
oriel_000042,11
oriel_000047,11
oriel_000051,11
oriel_000062,11
oriel_000098,11
oriel_000094,11
oriel_000069,11
oriel_000040,11
oriel_000041,11
oriel_000113,11
oriel_000011,11
oriel_000121,11
oriel_000014,11
oriel_000076,11
oriel_000034,11
oriel_000049,11
oriel_000044,11
oriel_000007,11
oriel_000015,11
oriel_000088,11
oriel_000122,11
oriel_000089,11
oriel_000052,11
oriel_000065,11
oriel_000064,11
oriel_000068,11
oriel_000038,11
oriel_000085,11
oriel_000092,11
oriel_000018,11
oriel_000073,11
oriel_000090,11
oriel_000063,11
oriel_000045,11
oriel_000119,11
oriel_000078,11
oriel_000109,11
oriel_000106,11
oriel_000095,11
oriel_000013,11
oriel_000033,11
oriel_000086,11
oriel_000031,11
oriel_000097,11
oriel_000024,11
oriel_000071,11
oriel_000000,11
oriel_000012,11
oriel_000091,11
oriel_000115,11
oriel_000081,11
oriel_000035,11
oriel_000050,11
oriel_000005,11
oriel_000030,11
oriel_000102,11
oriel_000037,11
oriel_000043,11
oriel_000074,11
oriel_000080,11
oriel_000075,11
oriel_000087,11
oriel_000004,11
oriel_000083,11
oriel_000006,11
oriel_000036,11
oriel_000039,11
oriel_000023,11
oxford_001085,12
oxford_002823,12
oxford_002143,12
oxford_003450,12
oxford_001191,12
oxford_002675,12
oxford_003133,12
oxford_000785,12
oxford_001835,12
oxford_000359,12
oxford_001318,12
oxford_000755,12
oxford_003122,12
oxford_000311,12
oxford_003062,12
oxford_002511,12
oxford_002532,12
oxford_000881,12
oxford_003418,12
oxford_002188,12
oxford_003263,12
oxford_001717,12
oxford_002315,12
oxford_002158,12
oxford_000520,12
oxford_000079,12
oxford_002502,12
oxford_002374,12
oxford_000722,12
oxford_002238,12
oxford_000262,12
oxford_000324,12
oxford_002336,12
oxford_003305,12
oxford_000636,12
oxford_002037,12
oxford_003315,12
oxford_000055,12
oxford_002764,12
oxford_000160,12
oxford_000380,12
oxford_003128,12
oxford_000920,12
oxford_000108,12
oxford_002038,12
oxford_000743,12
oxford_001903,12
oxford_003353,12
oxford_001556,12
oxford_002840,12
oxford_003321,12
oxford_002171,12
oxford_003279,12
oxford_003021,12
oxford_000036,12
oxford_002805,12
oxford_001125,12
oxford_000057,12
oxford_000273,12
oxford_002858,12
oxford_003515,12
oxford_000090,12
oxford_002953,12
oxford_002615,12
oxford_001946,12
oxford_002355,12
oxford_003500,12
oxford_002961,12
oxford_001787,12
oxford_001563,12
oxford_003179,12
oxford_001704,12
oxford_001507,12
oxford_001648,12
oxford_001458,12
oxford_000789,12
oxford_003596,12
oxford_003109,12
oxford_002584,12
oxford_002123,12
oxford_001086,12
oxford_002401,12
oxford_002842,12
oxford_001953,12
oxford_000989,12
oxford_003322,12
oxford_001922,12
oxford_000978,12
oxford_002898,12
oxford_000587,12
oxford_003282,12
oxford_002904,12
oxford_000385,12
oxford_000901,12
oxford_001291,12
oxford_001154,12
oxford_001935,12
oxford_001380,12
oxford_002064,12
oxford_001341,12
oxford_002542,12
oxford_002509,12
oxford_003505,12
oxford_003159,12
oxford_002729,12
oxford_001239,12
oxford_003154,12
